,zipcode,street_address,person_recovered_from_race,ucr_category
6867,40216,4100_Eden_Ln,,Aggravated_Assault
6871,40216,4100_Eden_Ln,White,Aggravated_Assault
6895,40216,4100_Eden_Ln,White,Aggravated_Assault
6923,40216,4100_Eden_Ln,White,Aggravated_Assault
6951,40216,4100_Eden_Ln,,Aggravated_Assault
6955,40216,4100_Eden_Ln,White,Aggravated_Assault
6979,40216,4100_Eden_Ln,,Aggravated_Assault
6983,40216,4100_Eden_Ln,White,Aggravated_Assault
7007,40202,600_W_Jefferson_St,White,Wpns_Law_Violation
7008,40202,600_W_Jefferson_St,Black,Narcotics
7010,40211,1300_Olive_St,Black,Wpns_Law_Violation
7011,40208,1400_S_7th_St,Black,Robbery
7012,40211,3500_Bells_Ln,Black,Narcotics
7014,40211,3500_Bells_Ln,Black,Narcotics
7016,40216,4700_Dixie_Hwy,White,Wpns_Law_Violation
7019,40216,4700_Dixie_Hwy,White,Wpns_Law_Violation
7022,40216,4700_Dixie_Hwy,White,Wpns_Law_Violation
7029,40211,4500_W_Broadway,Black,Wpns_Law_Violation
7031,40218,4100_Bardstown_Rd,Black,Aggravated_Assault
7032,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
7036,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
7037,40214,7100_Schneble_Cir,Black,Narcotics
7040,40214,7100_Schneble_Cir,Black,Narcotics
7043,40214,7100_Schneble_Cir,Black,Narcotics
7053,40211,0_And_Broadway,Black,Wpns_Law_Violation
7056,40211,0_And_Broadway,Black,Wpns_Law_Violation
7059,40211,0_And_Broadway,Black,Wpns_Law_Violation
7062,40211,2700_Howard_St,Black,Wpns_Law_Violation
7063,40220,3300_Breckenridge_Ln,Black,Wpns_Law_Violation
7065,40220,3300_Breckenridge_Ln,Black,Wpns_Law_Violation
7067,40203,700_Camp_St,Black,Wpns_Law_Violation
7186,40211,1400_S_28th_St,Black,Wpns_Law_Violation
7187,40211,4200_Vermont_Ave,Black,Burglary
7190,40210,2100_Dixie_Hwy,Black,Stolen_Property
7191,40214,7400_3rd_Street_Rd,White,Wpns_Law_Violation
7196,40203,1200_Liberty_Ct,Black,Wpns_Law_Violation
7197,40210,2300_Woodland_Ave,Black,Wpns_Law_Violation
7198,40211,2900_Virginia_Ave,Black,Narcotics
7199,40211,3200_Magazine_St,Black,Wpns_Law_Violation
7200,40215,3700_Kahlert_Ave,Black,Wpns_Law_Violation
7206,40216,5000_Lively_Ct,Black,Robbery
7207,40216,2300_Strotman_Rd,Black,Robbery
7208,40218,5000_Lively_Ct,Black,Robbery
7209,40218,2300_Strotman_Rd,Black,Robbery
7210,40218,3400_Belmont_Ct,,Aggravated_Assault
7211,40203,400_S_11th_St,Black,Simple_Assault
7213,40211,2700_W_Broadway,Black,Robbery
7214,40211,600_S_28th_St,White,Wpns_Law_Violation
7217,40210,2300_W_Oak_St,Black,Injured_Person_Report
7218,40215,3700_W_Wheatmore_Dr,Black,Wpns_Law_Violation
7221,40214,200_Steedly_Dr,Hispanic,Aggravated_Assault
7223,40214,200_Steedly_Dr,Hispanic,Aggravated_Assault
7225,40211,2800_Greenwood_Ave,Black,Narcotics
7227,40211,2800_Greenwood_Ave,Black,Narcotics
7229,40213,4300_Silverleaf_Dr,Black,Wpns_Law_Violation
7231,40207,3700_River_Rd,White,Wpns_Law_Violation
7236,40210,1800_W_Kentucky_St,Black,Stolen_Property
7237,40210,1800_W_Kentucky_St,Black,Wpns_Law_Violation
7238,40218,2000_Terril_Ln,Black,Wpns_Law_Violation
7240,40215,1300_Longfield_Ave,Black,Wpns_Law_Violation
7241,40216,3200_Crums_Ln,Black,Wpns_Law_Violation
7242,40203,400_Gwendolyn_St,Black,Wpns_Law_Violation
7244,40203,400_Gwendolyn_St,Black,Wpns_Law_Violation
7246,40291,8800_Duck_Crossing_Ln,White,Aggravated_Assault
7247,40210,2300_Standard_Ave,Black,Aggravated_Assault
7248,40215,4300_Whitmore_Ave,White,Wpns_Law_Violation
7250,40218,4400_Newport_Rd,Hispanic,Wpns_Law_Violation
7251,40208,600_Iowa_Ave,,Aggravated_Assault
7252,40210,1700_Hale_Ave,Black,Fraud_Impersonation
7253,40210,1800_Oregon_Ave,Black,Aggravated_Assault
7255,40210,1800_Oregon_Ave,Black,Aggravated_Assault
7257,40218,5300_Rosette_Blvd,Black,Wpns_Law_Violation
7258,40258,8900_Thompson_Ln,White,Bribery
7272,40258,8900_Thompson_Ln,White,Bribery
7286,40258,8900_Thompson_Ln,White,Bribery
7300,40258,8900_Thompson_Ln,White,Bribery
7314,40258,8900_Thompson_Ln,White,Bribery
7328,40258,8900_Thompson_Ln,White,Bribery
7342,40258,8900_Thompson_Ln,White,Bribery
7356,40258,8900_Thompson_Ln,White,Bribery
7370,40258,8900_Thompson_Ln,White,Bribery
7384,40258,8900_Thompson_Ln,White,Bribery
7398,40258,8900_Thompson_Ln,White,Bribery
7412,40258,8900_Thompson_Ln,White,Bribery
7426,40258,8900_Thompson_Ln,White,Bribery
7440,40258,8900_Thompson_Ln,White,Bribery
7459,40203,1000_Place_Jaune,Black,Wpns_Law_Violation
7460,40272,10000_Lochwick_Way,White,Wpns_Law_Violation
7461,40215,1600_Berry_Blvd,White,Aggravated_Assault
7462,40210,1700_W_Ormsby_Ave,Black,Wpns_Law_Violation
7463,40212,2800_Garfield_Ave,Black,Aggravated_Assault
7464,40218,4300_Norbrook_Dr,Black,Wpns_Law_Violation
7465,40202,800_Congress_Aly,Black,Narcotics
7470,40204,1300_Bardstown_Rd,White,Wpns_Law_Violation
7471,40203,200_E_Kentucky_St,Black,Stolen_Property
7472,40211,2400_Elliott_Ave,Black,Wpns_Law_Violation
7473,40214,4800_S_3rd_St,Black,Narcotics
7474,40291,6700_Cub_Ct,Black,Wpns_Law_Violation
7475,40291,10000_Rimfire_Rd,White,Narcotics
7476,40216,1700_Stewart_Ave,White,Aggravated_Assault
7477,40211,700_S_41st_St,White,Robbery
7479,40211,700_S_41st_St,White,Robbery
7481,40258,7100_Denver_Ln,White,Narcotics
7482,40258,8400_Dixie_Hwy,White,Intimidation
7488,40208,2700_Taylor_Blvd,Black,Counterfeiting
7489,40216,2400_Elmore_St,Black,Narcotics
7490,40216,2100_Upper_Hunters_Trce,Black,Narcotics
7491,40216,2400_Elmore_St,Black,Narcotics
7492,40216,2100_Upper_Hunters_Trce,Black,Narcotics
7493,40215,4300_Lonsdale_Ave,White,Narcotics
7495,40216,3200_S_Crums_Ln,White,Narcotics
7496,40211,600_S_42nd_St,Black,Wpns_Law_Violation
7497,40203,1200_Place_D`or,Black,Narcotics
7498,40272,3000_Autumn_Lake_Dr,White,Auto_Theft
7501,40272,3000_Autumn_Lake_Dr,White,Auto_Theft
7504,40272,3000_Autumn_Lake_Dr,White,Auto_Theft
7510,,1200_W_Muhammad_Ali_Blvd,Black,Aggravated_Assault
7511,40209,2800_S_Floyd_St,Black,Wpns_Law_Violation
7512,40219,7300_Jefferson_Blvd,Black,Wpns_Law_Violation
7519,40216,4300_Charlotte_Ann_Dr,Black,Narcotics
7520,40229,9600_Caven_Ave,White,Forcible_Rape
7528,40204,1200_Bardstown_Rd,White,Narcotics
7533,40210,2100_Dumesnil_St,Black,Wpns_Law_Violation
7534,40203,400_Camp_St,Black,Robbery
7535,40216,1800_Kendall_Ln,Black,Wpns_Law_Violation
7536,40211,3900_W_Broadway,Black,Wpns_Law_Violation
7537,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
7542,40210,1500_Hale_Ave,Black,Theft_Other
7543,40215,1600_Sale_Ave,Black,Auto_Theft
7546,40202,100_W_Broadway,Black,Aggravated_Assault
7547,40218,5300_Red_Oak_Ln,Black,Narcotics
7548,40211,600_S_24th_St,Black,Wpns_Law_Violation
7549,40216,700_Gagel_Ave,Black,Wpns_Law_Violation
7551,40216,700_Gagel_Ave,Black,Wpns_Law_Violation
7553,40210,1500_Dixie_Hwy,,Aggravated_Assault
7554,40202,600_W_Jefferson_St,,Wpns_Law_Violation
7557,40211,1300_Olive_St,Black,Intimidation
7558,40203,400_S_20th_St,Black,Narcotics
7560,40203,400_S_20th_St,Black,Narcotics
7562,40202,600_W_Jefferson_St,,Narcotics
7564,40272,13400_Horncastle_Way,White,Wpns_Law_Violation
7566,40272,13400_Horncastle_Way,White,Wpns_Law_Violation
7568,40218,3200_Golden_Turtle_Cir,Black,Wpns_Law_Violation
7569,40218,3200_Golden_Turtle_Cir,Black,Wpns_Law_Violation
7570,40215,4100_Taylor_Blvd,White,Narcotics
7571,40219,4800_Outer_Loop,Black,Robbery
7574,40210,1700_Patton_Ct,Black,Aggravated_Assault
7575,40210,1700_W_Burnett_Ave,Black,Burglary
7580,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
7581,40211,800_S_37th_St,Black,Intimidation
7586,40210,1200_Dixie_Hwy,Black,Wpns_Law_Violation
7587,40222,1900_Herr_Ln,Black,Robbery
7588,40218,2400_Meadow_Dr,Black,Wpns_Law_Violation
7589,40203,700_W_Muhammad_Ali_Blvd,Black,Wpns_Law_Violation
7594,40203,1500_W_Broadway,White,Stolen_Property
7608,40203,1500_W_Broadway,White,Stolen_Property
7622,40203,1500_W_Broadway,White,Stolen_Property
7636,40203,1500_W_Broadway,White,Stolen_Property
7650,40203,1500_W_Broadway,White,Stolen_Property
7664,40203,1500_W_Broadway,White,Stolen_Property
7678,40203,1500_W_Broadway,White,Stolen_Property
7692,40203,1500_W_Broadway,White,Stolen_Property
7706,40203,1500_W_Broadway,White,Stolen_Property
7720,40203,1500_W_Broadway,White,Stolen_Property
7734,40203,1500_W_Broadway,White,Stolen_Property
7748,40203,1500_W_Broadway,White,Stolen_Property
7762,40203,1500_W_Broadway,White,Stolen_Property
7776,40203,1500_W_Broadway,White,Stolen_Property
7790,40216,4600_Dohn_Rd,Black,Wpns_Law_Violation
7792,40216,4600_Dohn_Rd,Black,Wpns_Law_Violation
7794,40202,600_E_Broadway,Black,Wpns_Law_Violation
7795,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
7798,40118,10400_W_Manslick_Rd,Black,Narcotics
7800,40118,10400_W_Manslick_Rd,Black,Narcotics
7802,40214,3900_S_5th_St,Black,Wpns_Law_Violation
7804,40214,3900_S_5th_St,Black,Wpns_Law_Violation
7806,40202,600_W_Jefferson_St,,Wpns_Law_Violation
7807,40202,600_W_Jefferson_St,,Wpns_Law_Violation
7810,40210,1700_Dumesnil_St,Black,Aggravated_Assault
7811,40272,4600_Valley_Station_Rd,White,Narcotics
7812,40218,4900_Unseld_Blvd,,Wpns_Law_Violation
7813,40202,600_W_Jefferson_St,Black,Robbery
7815,40202,600_W_Jefferson_St,White,Wpns_Law_Violation
7816,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
7817,40258,8200_Dixie_Hwy,White,Aggravated_Assault
7820,40228,5600_Shepherdsville_Rd,White,Robbery
7821,40214,6200_Ledgewood_Pky,Black,Stolen_Property
7822,40214,6200_Ledgewood_Pky,Black,Wpns_Law_Violation
7825,40206,1500_Frankfort_Ave,Black,Robbery
7826,40212,2900_Bank_St,White,Narcotics
7827,40219,8900_Old_South_Park_Rd,Black,Narcotics
7832,40219,8900_Old_South_Park_Rd,Black,Narcotics
7837,40219,8900_Old_South_Park_Rd,Black,Narcotics
7842,40219,8900_Old_South_Park_Rd,Black,Narcotics
7847,40219,8900_Old_South_Park_Rd,Black,Narcotics
7852,40215,3600_Craig_Ave,Black,Narcotics
7853,40202,600_W_Jefferson_St,,Fraud_Credit_Card/Atm
7855,40202,600_W_Jefferson_St,,Fraud_Credit_Card/Atm
7857,40202,600_W_Jefferson_St,Black,Stolen_Property
7859,40202,600_W_Jefferson_St,Black,Stolen_Property
7861,40241,9800_Four_Seasons_Ln,White,Narcotics
7863,40241,9800_Four_Seasons_Ln,White,Narcotics
7867,40214,100_Woodmore_Ave,White,Wpns_Law_Violation
7870,40215,800_Longfield_Ave,White,Narcotics
7872,40202,600_W_Jefferson_St,Black,Narcotics
7874,40203,1000_W_Muhammad_Ali_Blvd,Black,Narcotics
7875,40215,1400_Oakwood_Ave,,Robbery
7876,40202,600_W_Jefferson_St,,Robbery
7878,40213,1200_Farmdale_Ave,White,Wpns_Law_Violation
7879,40218,1900_Bishop_Ln,Black,Wpns_Law_Violation
7880,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
7883,40210,1700_W_Oak_St,Black,Wpns_Law_Violation
7884,40211,2500_W_Madison_St,Black,Wpns_Law_Violation
7885,40202,600_W_Jefferson_St,,Wpns_Law_Violation
7886,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
7888,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
7890,40202,600_W_Jefferson_St,White,Kidnapping_Only
7893,40202,300_S_4th_St,Black,Robbery
7895,40215,800_Brentwood_Ave,,Robbery
7897,40202,600_W_Jefferson_St,White,Robbery
7901,40210,1500_Cypress_St,Black,Wpns_Law_Violation
7902,40211,4500_W_Broadway,Black,Stolen_Property
7903,40203,500_Dr_W_J_Hodge_St,Black,Wpns_Law_Violation
7904,40204,1100_St_Michael_St,White,Narcotics
7906,40204,1100_St_Michael_St,White,Narcotics
7908,40219,5100_Roederer_Dr,White,Wpns_Law_Violation
7909,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
7910,40203,700_Camp_St,Black,Wpns_Law_Violation
7911,40204,800_Barret_Ave,,All_Other_Offenses
7913,40202,600_W_Jefferson_St,White,Narcotics
7915,40211,2100_W_Madison_St,Black,Aggravated_Assault
7916,40219,4200_Outer_Loop,Black,Narcotics
7917,40219,5300_Rangeland_Rd,Black,Intimidation
7919,40208,700_Central_Ave,Hispanic,Counterfeiting
7924,40203,1800_Baird_St,White,Wpns_Law_Violation
7927,40203,1800_Baird_St,White,Wpns_Law_Violation
7930,40203,1800_Baird_St,White,Wpns_Law_Violation
7935,40216,2700_Crums_Ln,White,Stolen_Property
7937,40216,2700_Crums_Ln,White,Stolen_Property
7939,40210,3000_Wyandotte_Ave,Black,Robbery
7941,40210,800_S_24th_St,Black,Robbery
7943,40210,3000_Wyandotte_Ave,Black,Robbery
7945,40210,800_S_24th_St,Black,Robbery
7947,40210,3000_Wyandotte_Ave,Black,Robbery
7949,40210,800_S_24th_St,Black,Robbery
7951,40211,3000_Wyandotte_Ave,Black,Robbery
7953,40211,800_S_24th_St,Black,Robbery
7955,40202,600_W_Jefferson_St,Black,Narcotics
7956,40204,1100_Bardstown_Rd,White,Wpns_Law_Violation
7957,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
7959,40211,2500_Elliott_Ave,Black,Aggravated_Assault
7960,40272,5400_Valley_Station_Rd,White,Family_Offenses
7961,40202,600_W_Jefferson_St,,Wpns_Law_Violation
7962,40258,6200_Maravian_Dr,Black,Injured_Person_Report
7963,40204,900_E_St_Catherine_St,White,Wpns_Law_Violation
7967,40202,400_S_4th_St,Black,Wpns_Law_Violation
7968,40258,8400_Grandel_Forest_Way,Black,Narcotics
7969,40215,900_Dresden_Ave,Black,Wpns_Law_Violation
7971,40215,900_Dresden_Ave,Black,Wpns_Law_Violation
7974,40218,3600_Bardstown_Rd,White,Wpns_Law_Violation
7975,40212,500_N_29th_St,White,Narcotics
7976,40272,5600_Brokers_Tip_Ln,White,Wpns_Law_Violation
7977,40258,6000_Crockett_Dr,White,Wpns_Law_Violation
7979,40258,6000_Crockett_Dr,White,Wpns_Law_Violation
7982,40214,4500_Hazelwood_Ave,Black,Narcotics
7984,40214,4500_Hazelwood_Ave,Black,Narcotics
7989,40210,1700_W_Gaulbert_Ave,Black,Counterfeiting
7990,,1900_West_Madison,Black,Wpns_Law_Violation
7991,,2500_Rockfond_Ln,Black,Narcotics_Equip
7992,40219,4200_Foreman_Ln,Black,Wpns_Law_Violation
7995,40216,3500_7th_Street_Rd,White,Aggravated_Assault
7996,40212,3600_Herman_St,Black,Wpns_Law_Violation
7998,40215,1500_Oleanda_Ct,Black,Wpns_Law_Violation
7999,40219,6200_Preston_Hwy,Black,Wpns_Law_Violation
8001,40219,6200_Preston_Hwy,Black,Wpns_Law_Violation
8003,40258,7400_Russell_Ave,White,Aggravated_Assault
8006,40212,2300_Cedar_St,Black,Simple_Assault
8007,40202,600_W_Jefferson_St,Black,Robbery
8009,40202,600_W_Jefferson_St,Black,Robbery
8012,40212,400_N_29th_St,Black,Aggravated_Assault
8013,40211,4500_W_Broadway,Black,Wpns_Law_Violation
8014,40258,6600_Stana_Dr,,Aggravated_Assault
8015,40229,9500_Preston_Hwy,Hispanic,Wpns_Law_Violation
8018,40219,1000_Sarah_Dr,White,Narcotics
8019,40206,1400_Frankfort_Ave,Black,Aggravated_Assault
8020,40202,600_W_Jefferson_St,,Wpns_Law_Violation
8022,40202,600_W_Jefferson_St,,Wpns_Law_Violation
8024,40202,600_W_Jefferson_St,,Wpns_Law_Violation
8029,40220,3000_Hunsinger_Ln,White,Narcotics
8031,40220,3000_Hunsinger_Ln,White,Narcotics
8033,40216,4200_Southern_Farm_Blvd,Black,Narcotics
8038,40216,4200_Southern_Farm_Blvd,Black,Narcotics
8043,40216,4200_Southern_Farm_Blvd,Black,Narcotics
8048,40216,4200_Southern_Farm_Blvd,Black,Narcotics
8053,40216,4200_Southern_Farm_Blvd,Black,Narcotics
8058,40218,4900_Poitier_Ct,Black,All_Other_Offenses
8059,40202,500_S_3rd_St,White,Narcotics
8061,40202,500_S_3rd_St,White,Narcotics
8065,40203,1200_S_Preston_St,Black,Aggravated_Assault
8066,40216,3100_S_Crums_Ln,White,Narcotics
8068,40210,2000_Garland_Ave,Black,Intimidation
8069,40212,3300_W_Main_St,Black,Narcotics
8070,40217,1400_Poplar_Level_Rd,White,Narcotics
8071,40202,600_W_Jefferson_St,,Aggravated_Assault
8072,40219,8200_Denise_Dr,Black,Wpns_Law_Violation
8076,40220,4400_Woodgate_Ln,White,Narcotics
8077,40202,600_W_Jefferson_St,White,Wpns_Law_Violation
8078,40118,9400_Brown_Austin_Rd,Black,Wpns_Law_Violation
8080,40118,9400_Brown_Austin_Rd,Black,Wpns_Law_Violation
8085,40207,5000_Shelbyville_Rd,Black,Narcotics
8086,40228,8200_Arbor_Meadow_Way,,All_Other_Offenses
8087,40216,4500_Cane_Run_Rd,Black,Narcotics
8088,40291,5600_Hofelich_Ct,White,Narcotics
8091,40203,700_Camp_St,White,Stolen_Property
8094,40118,6300_Commerce_Park_Ct,White,Wpns_Law_Violation
8095,40219,5000_Poplar_Level_Rd,Black,Wpns_Law_Violation
8096,40219,5000_Poplar_Level_Rd,White,Wpns_Law_Violation
8097,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
8098,40272,6600_South_Dr,White,Narcotics
8099,40215,800_Denmark_St,White,Burglary
8101,40215,800_Denmark_St,White,Burglary
8103,40208,1000_Tennessee_Ave,Black,Burglary
8106,40208,1000_Tennessee_Ave,Black,Burglary
8109,40208,1000_Tennessee_Ave,Black,Burglary
8112,40218,3200_Golden_Turtle_Cir,White,Wpns_Law_Violation
8113,40211,4300_Elliott_Ave,Black,Narcotics
8117,40211,4300_Elliott_Ave,Black,Narcotics
8121,40211,4300_Elliott_Ave,Black,Narcotics
8125,40211,4300_Elliott_Ave,Black,Narcotics
8129,40210,1600_Wilson_Ave,Black,Wpns_Law_Violation
8130,40215,1800_Carl_Ct,White,Narcotics
8135,40211,2600_W_Chestnut_St,Black,Narcotics
8136,40118,300_Caple_Ave,White,Narcotics
8137,40216,3200_Patricia_Dr,Hispanic,Wpns_Law_Violation
8141,40215,3700_Kahlert_Ave,Black,Simple_Assault
8142,40229,100_Whisp_Brook_Cir,White,Narcotics
8143,40203,600_S_11th_St,Black,Simple_Assault
8144,40258,6200_Deady_Dr,White,Narcotics
8145,40258,7200_Earl_Dr,White,Aggravated_Assault
8146,40272,9200_Chenault_Rd,Black,Burglary
8152,40210,2200_W_Burnett_Ave,Black,Simple_Assault
8154,40213,1200_Howard_St,White,Wpns_Law_Violation
8155,40210,1700_Dixdale_Ave,Black,Aggravated_Assault
8156,40203,1900_Rowan_St,White,Aggravated_Assault
8157,40215,3200_Taylor_Blvd,Black,Wpns_Law_Violation
8158,40208,400_M_St,Hispanic,Aggravated_Assault
8159,40213,4800_Preston_Hwy,Black,Wpns_Law_Violation
8160,40212,500_N_26th_St,Black,Wpns_Law_Violation
8161,40202,600_W_Jefferson_St,Black,Aggravated_Assault
8162,40215,900_Stanley_Ave,White,Wpns_Law_Violation
8164,40223,1900_Milburt_Dr,White,Narcotics
8170,40223,1900_Milburt_Dr,White,Narcotics
8176,40223,1900_Milburt_Dr,White,Narcotics
8182,40223,1900_Milburt_Dr,White,Narcotics
8188,40223,1900_Milburt_Dr,White,Narcotics
8194,40223,1900_Milburt_Dr,White,Narcotics
8200,40214,2500_Pennacook_Rd,Black,Aggravated_Assault
8202,40214,2500_Pennacook_Rd,Black,Aggravated_Assault
8205,40204,1200_Bardstown_Rd,Black,Narcotics
8207,40245,2600_Locher_Aly,Black,Narcotics
8208,40206,1500_Frankfort_Ave,Black,Aggravated_Assault
8209,40218,3200_Kemmons_Dr,Black,Wpns_Law_Violation
8211,40203,2000_Lytle_St,White,Wpns_Law_Violation
8212,40207,3000_River_Rd,,Robbery
8213,40216,5100_Mount_Holyoke_Dr,White,Narcotics
8215,40203,1100_S_6th_St,Black,Wpns_Law_Violation
8216,40272,10900_Milwaukee_Way,White,Aggravated_Assault
8219,40216,3500_7th_Street_Rd,White,Wpns_Law_Violation
8221,40210,1600_W_Kentucky_St,Black,Wpns_Law_Violation
8222,40210,1600_W_Kentucky_St,Black,Wpns_Law_Violation
8223,40215,1700_Bicknell_Ave,Hispanic,Aggravated_Assault
8225,40211,1100_Cecil_Ave,Black,Wpns_Law_Violation
8226,40272,12700_Dixie_Hwy,White,All_Other_Offenses
8227,40213,7100_Grade_Ln,White,Wpns_Law_Violation
8228,40228,8800_Pennsylvania_Run_Rd,White,Aggravated_Assault
8230,40212,3200_W_Jefferson_St,Black,Narcotics
8232,40215,1000_Queen_Ave,White,Narcotics
8233,40208,1400_S_7th_St,,Robbery
8234,40211,2800_W_Madison_St,Black,Robbery
8235,40202,600_W_Jefferson_St,Black,Stolen_Property
8236,40211,700_S_42nd_St,,Aggravated_Assault
8237,40204,900_Baxter_Ave,Black,Wpns_Law_Violation
8238,40216,3400_Coventry_Commons_Dr,Black,Simple_Assault
8239,40219,4500_Plane_Tree_Dr,Black,Aggravated_Assault
8240,40203,900_S_Hancock_St,Black,Narcotics
8247,40212,2400_W_Main_St,White,Wpns_Law_Violation
8248,40218,2900_Hikes_Ln,Black,Aggravated_Assault
8251,40212,3400_Pflanz_Ave,White,Narcotics
8253,40212,3400_Pflanz_Ave,White,Narcotics
8255,40217,400_E_Lee_St,White,Aggravated_Assault
8257,40217,400_E_Lee_St,White,Aggravated_Assault
8259,40272,4700_Palma_Rd,White,Aggravated_Assault
8260,40202,600_W_Jefferson_St,Black,Aggravated_Assault
8264,40218,3600_Buechel_Byp,Black,Narcotics
8267,40215,1200_Arcade_Ave,,Burglary
8268,40215,1200_Arcade_Ave,,Burglary
8269,40215,1200_Arcade_Ave,White,Burglary
8271,40215,3700_Taylor_Blvd,Black,Wpns_Law_Violation
8275,,2100_Blk_Dixie_Hwy,Black,Wpns_Law_Violation
8276,40118,6300_Commerce_Park_Ct,White,Narcotics
8279,40118,6300_Commerce_Park_Ct,White,Narcotics
8282,40118,6300_Commerce_Park_Ct,White,Narcotics
8285,40220,8300_Regency_Woods_Way,White,Aggravated_Assault
8290,40258,6900_Dixie_Hwy,White,Aggravated_Assault
8292,40205,2400_Hawthorne_Ave,White,Wpns_Law_Violation
8293,40212,400_S_26th_St,Black,Aggravated_Assault
8294,40258,4900_Axtell_Ave,White,Aggravated_Assault
8295,40202,600_W_Jefferson_St,White,Wpns_Law_Violation
8296,40242,8700_Bayberry_Pl,Black,Wpns_Law_Violation
8298,40202,600_W_Jefferson_St,Black,Robbery
8299,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
8300,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
8302,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
8304,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
8305,40202,600_W_Jefferson_St,White,Stolen_Property
8307,40202,600_W_Jefferson_St,White,Stolen_Property
8309,40202,600_W_Jefferson_St,White,Wpns_Law_Violation
8317,40202,600_W_Jefferson_St,White,Wpns_Law_Violation
8325,40202,600_W_Jefferson_St,White,Wpns_Law_Violation
8333,40202,600_W_Jefferson_St,White,Wpns_Law_Violation
8341,40202,600_W_Jefferson_St,White,Wpns_Law_Violation
8349,40202,600_W_Jefferson_St,White,Wpns_Law_Violation
8357,40202,600_W_Jefferson_St,White,Wpns_Law_Violation
8365,40202,600_W_Jefferson_St,White,Wpns_Law_Violation
8373,40202,600_W_Jefferson_St,Black,Robbery
8374,40202,600_W_Jefferson_St,Black,Aggravated_Assault
8375,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
8376,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
8377,40202,600_W_Jefferson_St,Black,Narcotics
8378,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
8379,40202,600_W_Jefferson_St,,Accidental_Shooting
8380,40202,600_W_Jefferson_St,Black,Narcotics
8381,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
8383,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
8385,40202,600_W_Jefferson_St,Black,Fraud
8386,40206,1500_Frankfort_Ave,,Aggravated_Assault
8387,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
8388,40202,600_W_Jefferson_St,Black,Stolen_Property
8392,40202,600_W_Jefferson_St,Black,Stolen_Property
8396,40202,600_W_Jefferson_St,Black,Stolen_Property
8397,40202,600_W_Jefferson_St,Black,Stolen_Property
8398,40202,600_W_Jefferson_St,Black,Stolen_Property
8400,40202,600_W_Jefferson_St,Black,Stolen_Property
8404,40202,600_W_Jefferson_St,White,Wpns_Law_Violation
8406,40202,600_W_Jefferson_St,White,Wpns_Law_Violation
8408,40202,600_W_Jefferson_St,Black,Narcotics
8409,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
8410,40202,600_W_Jefferson_St,,Burglary
8411,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
8414,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
8417,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
8420,40202,600_W_Jefferson_St,White,Wpns_Law_Violation
8421,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
8422,40202,600_W_Jefferson_St,Black,Narcotics
8424,40202,600_W_Jefferson_St,Black,Narcotics
8426,40202,600_W_Jefferson_St,Black,Narcotics
8427,40202,600_W_Jefferson_St,White,Injured_Person_Report
8428,40202,600_W_Jefferson_St,White,Wpns_Law_Violation
8429,40202,600_W_Jefferson_St,Black,Stolen_Property
8431,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
8432,40202,600_W_Jefferson_St,Black,Narcotics
8433,40202,600_W_Jefferson_St,Black,Narcotics
8434,40202,600_W_Jefferson_St,,Wpns_Law_Violation
8435,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
8436,40202,600_W_Jefferson_St,White,Family_Offenses
8437,40202,600_W_Jefferson_St,White,Wpns_Law_Violation
8439,40202,600_W_Jefferson_St,White,Wpns_Law_Violation
8441,40202,600_W_Jefferson_St,White,Stolen_Property
8442,40202,600_W_Jefferson_St,Black,Narcotics
8443,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
8444,40202,900_W_Jefferson_St,,Wpns_Law_Violation
8447,40206,1500_Frankfort_Ave,,Aggravated_Assault
