,zipcode,street_address,person_recovered_from_race,ucr_category
20,40202,600_W_Jefferson_St,White,Burglary
22,40214,4200_S_2nd_St,Black,Narcotics
23,40214,4500_S_6th_St,White,Wpns_Law_Violation
24,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
25,40205,2500_Alanmede_Rd,White,Wpns_Law_Violation
26,40216,3700_Oboe_Dr,Black,Aggravated_Assault
27,40228,5200_Shepherdsville_Rd,Black,Wpns_Law_Violation
28,40206,1500_Frankfort_Ave,,Aggravated_Assault
29,40202,600_W_Jefferson_St,White,Wpns_Law_Violation
33,40203,100_W_Oak_St,Black,Aggravated_Assault
34,40203,1300_S_7th_St,Black,Narcotics
37,40203,1300_S_7th_St,Black,Narcotics
40,40203,1300_S_7th_St,Black,Narcotics
43,40212,2200_W_Market_St,Black,Wpns_Law_Violation
44,40213,3100_Lakeheath_Dr,Black,Wpns_Law_Violation
47,40213,3100_Lakeheath_Dr,Black,Wpns_Law_Violation
50,40213,3100_Lakeheath_Dr,Black,Wpns_Law_Violation
53,,600_W_Jefferson_St,,Wpns_Law_Violation
54,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
55,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
56,40215,800_Brentwood_Ave,White,Wpns_Law_Violation
58,40215,800_Brentwood_Ave,White,Wpns_Law_Violation
60,40202,600_W_Jefferson_St,Black,Aggravated_Assault
61,40229,9500_Yellow_Pine_Ct,White,Narcotics
64,40272,11600_Semillon_Ln,White,Narcotics
65,40202,600_W_Jefferson_St,Black,Aggravated_Assault
66,40203,700_Roselane_St,Black,Wpns_Law_Violation
70,40215,3400_Taylor_Blvd,Black,Wpns_Law_Violation
71,40202,600_W_Jefferson_St,Black,Stolen_Property
73,40202,600_W_Jefferson_St,Black,Stolen_Property
75,40272,9600_El_Prado_St,White,Wpns_Law_Violation
77,40216,4200_Poppy_Ave,White,Wpns_Law_Violation
80,40210,1500_S_12th_St,Black,Wpns_Law_Violation
81,40272,2500_Montpelier_Ct,White,Aggravated_Assault
82,40212,400_N_29th_St,Black,Robbery
83,40202,600_W_Jefferson_St,White,Aggravated_Assault
85,40202,600_W_Jefferson_St,White,Aggravated_Assault
87,40202,600_W_Jefferson_St,Black,Vandalism
89,40202,600_W_Jefferson_St,Black,Vandalism
92,40215,1500_Longfield_Ave,White,Narcotics
93,40215,3700_Lentz_Ave,Black,Aggravated_Assault
94,40202,600_W_Jefferson_St,,Narcotics
99,40202,600_W_Jefferson_St,,Narcotics
104,40202,600_W_Jefferson_St,,Narcotics
109,40202,600_W_Jefferson_St,,Narcotics
114,40202,600_W_Jefferson_St,,Narcotics
119,40211,0_Grand_Avenue_Ct,Black,Wpns_Law_Violation
120,40210,1700_Wilart_Dr,Black,Wpns_Law_Violation
121,40272,5400_Crambrook_Ave,White,Aggravated_Assault
122,40207,600_Mallard_Creek_Rd,Black,Narcotics
123,40202,600_W_Jefferson_St,,Auto_Theft
126,40211,1200_Southwestern_Pky,Black,Narcotics
127,40203,300_S_10th_St,Black,Wpns_Law_Violation
128,40215,3500_Parthenia_Ave,Black,Wpns_Law_Violation
134,40215,3500_Parthenia_Ave,Black,Wpns_Law_Violation
140,40215,3500_Parthenia_Ave,Black,Wpns_Law_Violation
146,40215,3500_Parthenia_Ave,Black,Wpns_Law_Violation
152,40215,3500_Parthenia_Ave,Black,Wpns_Law_Violation
158,40215,3500_Parthenia_Ave,Black,Wpns_Law_Violation
164,40202,600_W_Jefferson_St,Black,Stolen_Property
166,40202,600_W_Jefferson_St,Black,Stolen_Property
168,40202,600_W_Jefferson_St,,Aggravated_Assault
169,40202,600_W_Jefferson_St,,Wpns_Law_Violation
170,40202,600_W_Jefferson_St,Black,Narcotics
171,40202,600_W_Jefferson_St,Black,Aggravated_Assault
172,40202,600_W_Jefferson_St,Black,Aggravated_Assault
173,40202,600_W_Jefferson_St,Black,Aggravated_Assault
175,40206,200_S_Birchwood_Ave,Hispanic,Wpns_Law_Violation
176,40220,3000_Mid_Dale_Ln,White,Wpns_Law_Violation
177,40215,3400_Taylor_Blvd,Black,Wpns_Law_Violation
178,40202,600_W_Jefferson_St,Black,Stolen_Property
179,40219,7800_Outer_Loop,,Robbery
180,40229,9200_Blue_Lick_Rd,White,Narcotics
182,40229,9200_Blue_Lick_Rd,White,Narcotics
185,40203,100_E_St_Catherine_St,,Simple_Assault
186,40219,5500_Halstead_Ave,White,Aggravated_Assault
187,40202,600_W_Jefferson_St,Black,Aggravated_Assault
193,40208,300_Woodbine_St,Black,Aggravated_Assault
194,40202,600_W_Jefferson_St,White,Wpns_Law_Violation
195,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
196,40118,6300_Commerce_Park_Ct,White,Wpns_Law_Violation
197,40214,7600_Manslick_Rd,Black,Narcotics
199,40214,7600_Manslick_Rd,Black,Narcotics
201,40272,13300_Horncastle,White,Narcotics
202,40219,300_Chariot_Ct,Black,Stolen_Property
203,40212,600_W_Jefferson_St,Black,Stolen_Property
204,40212,3300_W_Market_St,Black,Stolen_Property
205,40202,600_W_Jefferson_St,Black,Stolen_Property
206,40202,3300_W_Market_St,Black,Stolen_Property
207,40272,4200_Glen_Hill_Manor_Dr,Black,Narcotics
208,40219,4200_Outer_Loop,Black,Shoplifting
209,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
211,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
213,40202,600_W_Jefferson_St,Black,Intimidation
214,40258,6600_Stana_Dr,Black,Wpns_Law_Violation
216,40258,6600_Stana_Dr,Black,Wpns_Law_Violation
220,40118,1000_Fairdale_Rd,Hispanic,Wpns_Law_Violation
221,,600_W_Jefferson_St,Black,Wpns_Law_Violation
222,40202,600_W_Jefferson_St,Black,Stolen_Property
224,40202,600_W_Jefferson_St,Black,Stolen_Property
226,40211,700_Sutcliffe_Ave,Black,Simple_Assault
228,40258,5000_Belmont_Ave,White,Theft_Other
230,40258,5000_Belmont_Ave,White,Theft_Other
232,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
233,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
234,40218,6200_Barley_Ave,Black,Narcotics
237,40222,600_Lyndon_Ln,White,Stolen_Property
241,40222,1000_King_Arthur_Ln,White,Stolen_Property
242,40222,600_Lyndon_Ln,White,Stolen_Property
246,40222,1000_King_Arthur_Ln,White,Stolen_Property
247,40222,600_Lyndon_Ln,White,Stolen_Property
251,40222,1000_King_Arthur_Ln,White,Stolen_Property
252,40222,600_Lyndon_Ln,White,Stolen_Property
256,40222,1000_King_Arthur_Ln,White,Stolen_Property
257,40222,600_Lyndon_Ln,White,Stolen_Property
261,40222,1000_King_Arthur_Ln,White,Stolen_Property
262,40208,1500_Bellamy_Pl,Black,Kidnapping_Only
263,40210,1600_Brashear_Dr,Black,Wpns_Law_Violation
264,40203,2000_Lytle_St,White,Wpns_Law_Violation
267,40203,2000_Lytle_St,White,Wpns_Law_Violation
270,40203,2000_Lytle_St,White,Wpns_Law_Violation
273,40208,2700_S_6th_St,Black,Wpns_Law_Violation
275,40208,600_Industry_Rd,Black,Wpns_Law_Violation
277,40208,2700_S_6th_St,Black,Wpns_Law_Violation
279,40208,600_Industry_Rd,Black,Wpns_Law_Violation
281,40208,2700_S_6th_St,Black,Wpns_Law_Violation
283,40208,600_Industry_Rd,Black,Wpns_Law_Violation
285,40208,2700_S_6th_St,Black,Wpns_Law_Violation
287,40208,600_Industry_Rd,Black,Wpns_Law_Violation
289,40216,4300_Charlotte_Ann_Dr,Black,Stolen_Property
291,40216,4300_Charlotte_Ann_Dr,Black,Stolen_Property
293,40213,5300_Cedrus_Cir,Black,Wpns_Law_Violation
298,40213,5300_Cedrus_Cir,Black,Wpns_Law_Violation
299,40213,5300_Cedrus_Cir,Black,Wpns_Law_Violation
300,40213,5300_Cedrus_Cir,Black,Wpns_Law_Violation
303,40213,5300_Cedrus_Cir,Black,Wpns_Law_Violation
308,40213,5300_Cedrus_Cir,Black,Wpns_Law_Violation
313,40213,5300_Cedrus_Cir,Black,Wpns_Law_Violation
314,40213,5300_Cedrus_Cir,Black,Wpns_Law_Violation
315,40213,5300_Cedrus_Cir,Black,Wpns_Law_Violation
318,,600_W_Jefferson_St,Black,All_Other_Offenses
321,,0_Colonial_Oaks_Ct,,Aggravated_Assault
322,,3600_Blk_Vermont_Ave,Black,Wpns_Law_Violation
324,,3600_Blk_Vermont_Ave,Black,Wpns_Law_Violation
326,40202,600_W_Jefferson_St,White,Stolen_Property
328,40215,11500_Frankfort_Ave,Black,Burglary
329,40215,1100_Larchmont_Ave,Black,Burglary
336,40215,11500_Frankfort_Ave,Black,Burglary
337,40215,1100_Larchmont_Ave,Black,Burglary
344,40215,11500_Frankfort_Ave,Black,Burglary
345,40215,1100_Larchmont_Ave,Black,Burglary
352,40215,11500_Frankfort_Ave,Black,Burglary
353,40215,1100_Larchmont_Ave,Black,Burglary
360,40215,11500_Frankfort_Ave,Black,Burglary
361,40215,1100_Larchmont_Ave,Black,Burglary
368,,11500_Frankfort_Ave,,Burglary
369,,1100_Larchmont_Ave,,Burglary
370,,1100_Larchmont_Ave,,Burglary
371,,11500_Frankfort_Ave,,Burglary
372,,1100_Larchmont_Ave,,Burglary
375,,1100_Larchmont_Ave,,Burglary
376,,11500_Frankfort_Ave,,Burglary
377,,1100_Larchmont_Ave,,Burglary
384,,11500_Frankfort_Ave,,Burglary
385,,1100_Larchmont_Ave,,Burglary
392,40218,3300_Colonial_Manor_Cir,Black,Narcotics
393,,600_W_Jefferson_St,Black,Wpns_Law_Violation
394,40202,600_W_Jefferson_St,White,Wpns_Law_Violation
395,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
397,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
400,40206,1500_Frankfort_Ave,White,All_Other_Offenses
401,40118,6300_Commerce_Park_Ct,,Wpns_Law_Violation
408,40202,600_W_Jefferson_St,White,Aggravated_Assault
409,40202,600_W_Jefferson_St,,Narcotics
411,40272,2000_Dixie_Garden_Dr,White,Narcotics
412,40220,2200_Deercross_Dr,White,Narcotics
414,40220,2200_Deercross_Dr,White,Narcotics
416,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
1643,,1500_Frankfort_Ave,Asian,Aggravated_Assault
1644,,5000_Graston_Ave,Black,Theft_Fr_Veh
1650,,5000_Graston_Ave,Black,Theft_Fr_Veh
1656,,5000_Graston_Ave,Black,Theft_Fr_Veh
1662,,5000_Graston_Ave,Black,Theft_Fr_Veh
1668,,5000_Graston_Ave,Black,Theft_Fr_Veh
1674,,5000_Graston_Ave,Black,Theft_Fr_Veh
1680,40202,600_W_Jefferson_St,,Wpns_Law_Violation
1681,40214,8700_Zachary_Cir,White,Aggravated_Assault
1685,40219,9000_Preston_Hwy,White,Wpns_Law_Violation
1686,40258,600_W_Jefferson_St,White,Wpns_Law_Violation
1687,40202,600_W_Jefferson_St,White,Wpns_Law_Violation
1689,40258,5500_Eelgrass_Ct,Black,Aggravated_Assault
1690,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
1691,40202,600_W_Jefferson_St,Black,Aggravated_Assault
1693,40202,600_W_Jefferson_St,Black,Aggravated_Assault
1696,40212,200_S_41st_St,,Narcotics
1697,40211,600_Lindell_Ave,Black,Wpns_Law_Violation
1703,40210,1600_Cypress_St,Black,Narcotics
1709,40210,1600_Cypress_St,Black,Narcotics
1715,40210,1600_Cypress_St,Black,Narcotics
1721,40210,1600_Cypress_St,Black,Narcotics
1727,40210,1600_Cypress_St,Black,Narcotics
1733,40210,1600_Cypress_St,Black,Narcotics
1739,40216,2400_Adrienne_Way,White,Wpns_Law_Violation
1741,40216,2400_Adrienne_Way,White,Wpns_Law_Violation
1743,40206,2700_Lindsay_Ave,White,Wpns_Law_Violation
1744,40258,8000_St_Andrews_Church_Rd,White,Wpns_Law_Violation
1747,40208,2500_7th_Street_Rd,Black,Wpns_Law_Violation
1748,40206,2800_Brownsboro_Rd,White,Narcotics
1750,40206,2800_Brownsboro_Rd,White,Narcotics
1751,40206,2800_Brownsboro_Rd,White,Narcotics
1752,40212,300_S_22nd_St,Black,Wpns_Law_Violation
1754,40212,300_S_22nd_St,Black,Wpns_Law_Violation
1756,,5300_Cane_Run_Rd,White,Stolen_Property
1757,40202,600_W_Jefferson_St,Black,Narcotics
1761,40202,600_W_Jefferson_St,White,Narcotics
1765,40202,600_W_Jefferson_St,Black,Narcotics
1769,40202,600_W_Jefferson_St,White,Narcotics
1778,40206,1500_Frankfort_Ave,,Aggravated_Assault
1781,40212,2300_W_Muhammad_Ali_Blvd,Black,Narcotics
1782,40203,300_S_10th_St,Black,Stolen_Property
1783,40215,500_Brentwood_Ave,White,Wpns_Law_Violation
1784,40202,600_W_Jefferson_St,,Shoplifting
1785,40202,600_W_Jefferson_St,Black,Narcotics
1787,40202,600_W_Jefferson_St,Black,Narcotics
1789,40213,2900_Fern_Valley_Rd,White,Wpns_Law_Violation
1790,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
1791,40202,600_W_Jefferson_St,Black,Stolen_Property
1792,40202,600_W_Jefferson_St,White,Family_Offenses
1793,40258,8000_Canna_Dr,White,Wpns_Law_Violation
1794,40215,1800_Berry_Blvd,Black,Wpns_Law_Violation
1795,40212,3200_Portland_Ave,Black,Narcotics
1796,40203,600_E_Kentucky_St,,Accidental_Shooting
1797,40211,600_S_38th_St,Black,Burglary
1798,40202,600_W_Jefferson_St,Asian,Wpns_Law_Violation
1799,40214,7600_Parkridge_Trce,Black,Theft_Fr_Veh
1800,40212,100_S_39th_St,Black,Theft_Other
1802,40212,100_S_39th_St,Black,Theft_Other
1804,40215,1500_Longfield_Ave,Middle_Eastern,Aggravated_Assault
1805,40212,2200_Griffiths_Ave,White,Narcotics
1808,40212,2200_Griffiths_Ave,White,Narcotics
1811,40212,2200_Griffiths_Ave,White,Narcotics
1814,40202,600_W_Jefferson_St,White,Wpns_Law_Violation
1816,40215,1300_Homeview_Dr,White,Family_Offenses
1819,40215,1300_Homeview_Dr,White,Family_Offenses
1822,40215,1300_Homeview_Dr,White,Family_Offenses
1825,,1500_Frankfort_Ave,,Aggravated_Assault
1826,,900_S_39th_St,,Aggravated_Assault
1827,40211,1500_Frankfort_Ave,,Aggravated_Assault
1828,40211,900_S_39th_St,,Aggravated_Assault
1829,40203,1800_Northwestern_Pky,White,Wpns_Law_Violation
1834,40203,1800_Northwestern_Pky,White,Wpns_Law_Violation
1839,40203,1800_Northwestern_Pky,White,Wpns_Law_Violation
1844,40203,1800_Northwestern_Pky,White,Wpns_Law_Violation
1849,40203,1800_Northwestern_Pky,White,Wpns_Law_Violation
1854,40213,4600_Melton_Ave,Hispanic,Wpns_Law_Violation
1855,40204,1100_Rammers_Ave,White,Narcotics
1856,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
1857,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
1859,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
1863,40203,0_College_Ct,White,Wpns_Law_Violation
1864,40206,1500_Frankfort_Ave,Hispanic,Robbery
1865,40222,600_Fenley_Ave,Black,Narcotics
1868,40219,5300_Senator_Ln,White,Narcotics
1876,40219,5300_Senator_Ln,White,Narcotics
1884,40219,5300_Senator_Ln,White,Narcotics
1892,40219,5300_Senator_Ln,White,Narcotics
1900,40219,5300_Senator_Ln,White,Narcotics
1908,40219,5300_Senator_Ln,White,Narcotics
1916,40219,5300_Senator_Ln,White,Narcotics
1924,40219,5300_Senator_Ln,White,Narcotics
1932,40202,600_W_Jefferson_St,Black,Stolen_Property
1933,40202,600_W_Jefferson_St,Black,Robbery
1940,40203,1200_W_Broadway,,All_Other_Offenses
1941,40211,4000_Sunset_Ave,Black,Robbery
1942,40202,600_W_Jefferson_St,,Narcotics
1945,40202,600_W_Jefferson_St,,Narcotics
1948,40202,600_W_Jefferson_St,,Narcotics
1951,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
1952,40202,600_W_Jefferson_St,White,Wpns_Law_Violation
1953,40202,600_W_Jefferson_St,,Robbery
1954,40211,2700_W_Broadway,Black,Wpns_Law_Violation
1957,40218,3300_Red_Roof_Inn_Pl,White,Wpns_Law_Violation
1958,40215,3400_Taylor_Blvd,White,Narcotics
1959,40291,5800_Bardstown_Rd,Black,Aggravated_Assault
1960,40202,600_W_Jefferson_St,White,Aggravated_Assault
1961,40202,600_W_Jefferson_St,White,Aggravated_Assault
1963,40202,600_W_Jefferson_St,White,Aggravated_Assault
1966,40202,600_W_Jefferson_St,White,Aggravated_Assault
1975,40215,3200_Utah_Ave,Black,Aggravated_Assault
1976,40202,600_W_Jefferson_St,White,Theft_Other
1977,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
1978,40202,600_W_Jefferson_St,,Wpns_Law_Violation
1979,40202,600_W_Jefferson_St,,Narcotics
1984,40202,600_W_Jefferson_St,,Narcotics
1989,40202,600_W_Jefferson_St,,Narcotics
1994,40202,600_W_Jefferson_St,,Narcotics
1999,40202,600_W_Jefferson_St,,Narcotics
2004,40228,6500_Shepherdsville_Rd,Black,Burglary
2005,40118,8600_National_Tpke,White,Narcotics
2007,40211,2200_W_Madison_St,Black,Wpns_Law_Violation
2008,40203,300_N_18th_St,White,Stolen_Property
2009,40118,9900_Daniel_Dr,Black,Robbery
2011,40203,1200_Place_Argente,Black,Stolen_Property
2012,40210,1700_S_13th_St,Black,Narcotics
2013,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
2014,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
2015,40299,6300_Billtown_Rd,,Accidental_Shooting
2022,40203,1900_Lytle_St,White,Wpns_Law_Violation
2023,40210,2700_Oregon_Ave,Black,Wpns_Law_Violation
2024,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
2025,40202,600_W_Jefferson_St,White,Aggravated_Assault
2026,40229,9400_Tallridge_Ct,,Aggravated_Assault
2028,40210,1200_Dixie_Hwy,Black,Wpns_Law_Violation
2029,40216,2400_Donna_Rd,,Aggravated_Assault
2030,40203,900_S_2nd_St,White,Wpns_Law_Violation
2166,40207,3900_Shelbyville_Rd,White,Liquor_Law_Viol
2167,40211,600_S_44th_St,Black,Wpns_Law_Violation
2168,40202,600_W_Jefferson_St,Black,Aggravated_Assault
2169,40211,600_W_Jefferson_St,Black,Aggravated_Assault
2170,40211,600_W_Jefferson_St,Black,Aggravated_Assault
2171,40241,9100_Cox_Ct,White,Narcotics
2175,40202,600_W_Jefferson_St,,Narcotics
2176,40202,600_W_Jefferson_St,Black,Narcotics
2178,40202,600_W_Jefferson_St,Black,Narcotics
2181,40202,600_W_Jefferson_St,,Narcotics
2182,40202,600_W_Jefferson_St,Black,Narcotics
2186,40204,1200_Hull_St,White,Wpns_Law_Violation
2187,40291,5800_Lisa_Ct,White,Narcotics
2188,40202,600_W_Jefferson_St,Black,Aggravated_Assault
2189,40210,1600_Cypress_St,,Wpns_Law_Violation
2190,40214,300_Freeman_Ave,Black,Wpns_Law_Violation
2191,40214,300_Freeman_Ave,White,Narcotics
2192,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
2193,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
2194,40202,600_W_Jefferson_St,Black,Stolen_Property
2195,40203,1100_W_Muhammad_Ali_Blvd,Black,Intimidation
2196,,1500_Frankfort_Ave,,Aggravated_Assault
2197,40202,600_W_Jefferson_St,White,Aggravated_Assault
2198,40228,9600_Long_Rifle_Ln,Black,Simple_Assault
2200,40209,700_Phillips_Ln,,Aggravated_Assault
2203,40209,700_Phillips_Ln,,Aggravated_Assault
2206,40209,700_Phillips_Ln,,Aggravated_Assault
2210,40208,1300_Weller_Ave,Hispanic,Wpns_Law_Violation
2211,40202,600_W_Jefferson_St,White,Aggravated_Assault
2212,40208,1500_Wurtele_Ave,Black,Wpns_Law_Violation
2215,40208,1500_Wurtele_Ave,Black,Wpns_Law_Violation
2218,40208,1500_Wurtele_Ave,Black,Wpns_Law_Violation
2221,40202,600_W_Jefferson_St,Black,Stolen_Property
2222,40202,600_W_Jefferson_St,Black,Stolen_Property
2226,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
2227,40217,900_Mulberry_St,Black,Wpns_Law_Violation
2230,40202,600_W_Jefferson_St,Black,Stolen_Property
2231,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
2232,40202,600_W_Jefferson_St,White,Wpns_Law_Violation
2234,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
2236,40202,600_W_Jefferson_St,Black,Intimidation
2238,40205,1800_Gardiner_Ln,Black,Wpns_Law_Violation
2239,40208,3000_Taylor_Blvd,White,Narcotics
2240,40212,500_S_40th_St,Black,Wpns_Law_Violation
2243,40212,500_S_40th_St,,Wpns_Law_Violation
2245,40212,500_S_40th_St,Black,Wpns_Law_Violation
2246,40212,500_S_40th_St,,Wpns_Law_Violation
2248,40212,500_S_40th_St,Black,Wpns_Law_Violation
2249,40202,600_W_Jefferson_St,White,Narcotics
2251,40210,1700_W_Oak_St,Black,Aggravated_Assault
2254,40211,3600_Greenwood_Ave,Black,Wpns_Law_Violation
2255,40212,600_N_29th_St,Black,Robbery
2256,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
2257,40245,12500_Kiawah_Ct,White,Narcotics
2266,40245,12500_Kiawah_Ct,White,Narcotics
2275,40245,12500_Kiawah_Ct,White,Narcotics
2284,40245,12500_Kiawah_Ct,White,Narcotics
2293,40245,12500_Kiawah_Ct,White,Narcotics
2302,40245,12500_Kiawah_Ct,White,Narcotics
2311,40245,12500_Kiawah_Ct,White,Narcotics
2320,40245,12500_Kiawah_Ct,White,Narcotics
2329,40245,12500_Kiawah_Ct,White,Narcotics
2338,40215,3300_Taylor_Blvd,Black,Aggravated_Assault
2339,40215,2300_Dixie_Hwy,Black,Aggravated_Assault
2340,40215,2100_Ratcliffe_Ave,Black,Aggravated_Assault
2341,40215,2400_Dixie_Hwy,Black,Aggravated_Assault
2342,40215,600_W_Jefferson_St,Black,Aggravated_Assault
2343,40215,3300_Taylor_Blvd,Black,Aggravated_Assault
2344,40215,2300_Dixie_Hwy,Black,Aggravated_Assault
2345,40215,2100_Ratcliffe_Ave,Black,Aggravated_Assault
2346,40215,2400_Dixie_Hwy,Black,Aggravated_Assault
2347,40215,600_W_Jefferson_St,Black,Aggravated_Assault
2348,,3300_Taylor_Blvd,Black,Aggravated_Assault
2349,,2300_Dixie_Hwy,Black,Aggravated_Assault
2350,,2100_Ratcliffe_Ave,Black,Aggravated_Assault
2351,,2400_Dixie_Hwy,Black,Aggravated_Assault
2352,,600_W_Jefferson_St,Black,Aggravated_Assault
2353,,3300_Taylor_Blvd,Black,Aggravated_Assault
2354,,2300_Dixie_Hwy,Black,Aggravated_Assault
2355,,2100_Ratcliffe_Ave,Black,Aggravated_Assault
2356,,2400_Dixie_Hwy,Black,Aggravated_Assault
2357,,600_W_Jefferson_St,Black,Aggravated_Assault
2358,40202,3300_Taylor_Blvd,Black,Aggravated_Assault
2359,40202,2300_Dixie_Hwy,Black,Aggravated_Assault
2360,40202,2100_Ratcliffe_Ave,Black,Aggravated_Assault
2361,40202,2400_Dixie_Hwy,Black,Aggravated_Assault
2362,40202,600_W_Jefferson_St,Black,Aggravated_Assault
2363,40215,600_W_Jefferson_St,Black,Stolen_Property
2365,40214,3100_Springfield_Dr,White,Narcotics
2366,40202,600_W_Jefferson_St,,Wpns_Law_Violation
2371,40202,600_W_Jefferson_St,,Wpns_Law_Violation
2376,40202,600_W_Jefferson_St,,Wpns_Law_Violation
2381,40202,600_W_Jefferson_St,,Wpns_Law_Violation
2386,40202,600_W_Jefferson_St,,Wpns_Law_Violation
2391,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
2392,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
2396,40299,4800_Billtown_Rd,White,Simple_Assault
2401,40299,4800_Billtown_Rd,White,Simple_Assault
2406,40299,4800_Billtown_Rd,White,Simple_Assault
2411,40299,4800_Billtown_Rd,White,Simple_Assault
2416,40299,4800_Billtown_Rd,White,Simple_Assault
2421,40214,8200_Candleglow_Ln,Black,Wpns_Law_Violation
2425,40210,2000_W_Burnett_Ave,Black,Wpns_Law_Violation
2428,40210,2000_W_Burnett_Ave,Black,Wpns_Law_Violation
2431,40210,2000_W_Burnett_Ave,Black,Wpns_Law_Violation
2434,40202,600_W_Jefferson_St,,Aggravated_Assault
2435,40241,9400_Brownsboro_Rd,White,Fraud_Impersonation
2441,40215,1200_Sale_Ave,White,Narcotics
2444,40215,1200_Sale_Ave,White,Narcotics
2447,40215,1200_Sale_Ave,White,Narcotics
2450,40203,300_S_12th_St,Black,Wpns_Law_Violation
2451,40215,4700_Taylor_Blvd,Black,Wpns_Law_Violation
2452,40272,5400_Thunder_Ct,Black,Wpns_Law_Violation
2454,40272,5400_Thunder_Ct,Black,Wpns_Law_Violation
2459,40216,2300_Rockford_Ln,Black,Wpns_Law_Violation
2460,40202,600_W_Jefferson_St,Black,Aggravated_Assault
2462,40210,1700_W_Ormsby_Ave,Black,Wpns_Law_Violation
2464,40210,1700_W_Ormsby_Ave,Black,Wpns_Law_Violation
2466,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
2468,40219,4800_Outer_Loop,White,Shoplifting
2469,40291,9900_Janet_Lee_Ct,Hispanic,Narcotics
2472,40291,9900_Janet_Lee_Ct,Hispanic,Narcotics
2475,40291,9900_Janet_Lee_Ct,Hispanic,Narcotics
2480,40210,1800_W_Kentucky_St,Black,Narcotics
2481,40210,1500_Frankfort_Avenue,Black,Aggravated_Assault
2482,40210,2200_Date_St,Black,Aggravated_Assault
2486,40210,600_W_Jefferson_St,Black,Aggravated_Assault
2495,40210,1500_Frankfort_Avenue,Black,Aggravated_Assault
2496,40210,2200_Date_St,Black,Aggravated_Assault
2500,40210,600_W_Jefferson_St,Black,Aggravated_Assault
2509,40210,1500_Frankfort_Avenue,Black,Aggravated_Assault
2510,40210,2200_Date_St,Black,Aggravated_Assault
2514,40210,600_W_Jefferson_St,Black,Aggravated_Assault
2523,40210,1500_Frankfort_Avenue,Black,Aggravated_Assault
2524,40210,2200_Date_St,Black,Aggravated_Assault
2528,40210,600_W_Jefferson_St,Black,Aggravated_Assault
2537,40210,1500_Frankfort_Avenue,Black,Aggravated_Assault
2538,40210,2200_Date_St,Black,Aggravated_Assault
2542,40210,600_W_Jefferson_St,Black,Aggravated_Assault
2551,40210,1500_Frankfort_Avenue,Black,Aggravated_Assault
2552,40210,2200_Date_St,Black,Aggravated_Assault
2556,40210,600_W_Jefferson_St,Black,Aggravated_Assault
2565,40210,1500_Frankfort_Avenue,Black,Aggravated_Assault
2566,40210,2200_Date_St,Black,Aggravated_Assault
2570,40210,600_W_Jefferson_St,Black,Aggravated_Assault
2579,,1500_Frankfort_Avenue,,Aggravated_Assault
2580,,2200_Date_St,Black,Aggravated_Assault
2581,,2200_Date_St,Black,Aggravated_Assault
2583,,2200_Date_St,Black,Aggravated_Assault
2584,,600_W_Jefferson_St,,Aggravated_Assault
2590,,600_W_Jefferson_St,,Aggravated_Assault
2592,,2200_Date_St,Black,Aggravated_Assault
2593,,1500_Frankfort_Avenue,,Aggravated_Assault
2594,,2200_Date_St,Black,Aggravated_Assault
2595,,2200_Date_St,Black,Aggravated_Assault
2597,,2200_Date_St,Black,Aggravated_Assault
2598,,600_W_Jefferson_St,,Aggravated_Assault
2604,,600_W_Jefferson_St,,Aggravated_Assault
2606,,2200_Date_St,Black,Aggravated_Assault
2607,,1500_Frankfort_Avenue,,Aggravated_Assault
2608,,2200_Date_St,Black,Aggravated_Assault
2609,,2200_Date_St,Black,Aggravated_Assault
